pathway	P34104_257	P34104_301	P34104_302	P34104_303	P34104_304	P34104_305	P34104_306	P34104_307	P34104_308	P34104_309	P34104_310	P34104_311	P34104_312	P34104_313	P34104_314	P34104_315	P34104_316	P34104_317	P34104_318	P34104_319	P34104_320	P34104_321	P34104_322	P34104_323	P34104_325	P34104_326	P34104_327	P34104_328	P34104_329	P34104_330	P34104_331	P34104_333	P34104_334	P34104_335	P34104_336	P34104_338	P34104_339	P34104_340	P34104_341	P34104_342	P34104_343	P34104_344	P34104_345	P34104_347	P34104_348	P34104_349	P34104_350	P34104_351	P34104_353	P34104_354	P34104_355	P34104_356	P34104_357	P34104_358	P34104_359	P34104_360	P34104_361	P34104_362	P34104_363	P34104_365	P34104_366	P34104_367	P34104_370	P34104_371	P34104_372	P34104_373	P34104_374
PWY-5189	343391.9685788534	103871.17678511565	84485.10605628233	317587.4553512275	274870.07053429645	139086.5571309266	186271.21663089682	99178.36536082687	154206.12107071443	238070.83346071286	136520.76172523905	168536.43304745512	245270.5198897786	203633.85664933635	371272.6325422202	70992.79006543882	269426.59039058146	180938.2740495556	289974.99296498526	27835.50885869791	124616.21875651502	95520.1767446151	162122.5767827271	207316.8939339656	209028.86793143876	263291.4332652427	203371.19958070313	142889.07846132628	264492.4366161376	347300.71947698714	5539.307753297446	8611.998359505702	178434.0292915462	272667.4838044172	121066.96078597254	116558.60491044218	182809.3345500979	306446.72349647665	295401.72542566806	208001.17771934546	41712.889351310005	167129.11976112798	122436.22822163015	47286.54612496976	176918.67514493587	39652.1027605651	71783.50480464032	131591.23550231705	171466.77483780112	191536.42288410375	185050.71008868358	387282.76414213417	225018.61033581893	122037.6470631329	79466.83506080866	163842.33957683315	158725.01171516234	278071.17179554416	226442.28369713956	168682.80084264933	133858.7506020591	173749.34800617918	122669.29624170977	184128.1751440906	202184.83797830655	169573.18921635483	140148.25375731874
PWY-5209	3209.4043308972905	0.0	51.30885662262015	0.0	129.63781499452182	70.78616601980585	700.6463660272855	392.1461064620203	2.6666336479746406	426.3238464448969	19.998722659321103	1314.4415726708576	1177.394500887541	115.89439684873165	6840.580946817628	85.32342629358342	1079.313986144188	0.0	185.31005699282028	25.299247949919984	33.32226260087375	774.1531507074222	68.84164275571868	1097.8437151225653	936.7095928996321	445.39778239327035	1110.0326451476412	5707.121808841253	17607.467096781595	67.99482074049702	0.0	712.8000000000001	286.3718745982282	1107.0447050402393	1399.5204036507996	27.988724894914295	54.299519523583946	0.0	925.5199142053339	8660.12375862745	279.8476499262695	10.666488382558306	282.74450712969065	0.0	66.65715827296573	0.0	238.96839343754945	41.328539797433955	4477.379014347546	7.820224719101124	63.98182954158098	434.6852852985134	21.33244442835619	22.664163873866002	162.42659161821294	0.0	814.0865309545552	2.6666590931356446	42.65961442487849	0.0	451.59465758225406	142.6197560214176	0.0	0.0	91.96816414063566	14.5787695861573	0.0
PWY-5265	83899.48736235438	105300.6744297837	52837.97663837198	105760.10894050404	3027.6242232700356	17142.815857324607	61923.7134408844	90144.81740306366	91970.7084493855	228036.20707128226	175010.6947376473	127981.00831525284	106347.22554033485	34083.358495262335	102525.21695596799	48534.92913100218	131501.55047980632	132666.3920372345	84411.84469342114	28286.437293674724	77304.72776371319	143204.91755665623	144009.1890197809	140764.77202150712	153005.00285881682	102344.83817277594	156697.39348423548	260096.32029282665	31084.87652043886	96575.2562701441	0.0	2298.9295954028944	126069.77109019709	38577.333375133865	109232.92789423783	102273.80741607278	96389.0298672461	37635.719463875146	156851.11692575118	90015.82580752762	51258.22938098763	110398.14773748844	152704.93195670444	25230.562593446695	144364.07572393163	41462.439824982335	112683.88231099391	148311.3812390444	157175.18571161403	67907.1501258319	40000.93691203748	84879.11463587303	23805.37879658132	83674.12323000454	133308.04899046852	64609.505890563174	97922.07693955777	47756.63140687753	76585.55117212002	3537.4294739199	25197.302527843894	115943.19764234392	86944.73419858451	9967.446795616082	129799.87099083579	3836.008078589814	95877.21683536109
PWY-5283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.444241631133945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.559467167080104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5328	1903.3303706071772	0.0	19.276220403347452	32.60480345870283	0.0	0.0	535.4769828128585	450.25169349698314	117.60718927984885	272.427458659823	0.0	287.52294708768295	354.8664112007132	57.98456711864153	1073.5158924084737	96.29751704088825	0.0	0.0	29.506374947384664	38.17617070730513	229.02234752046365	163.9653043967923	101.01424018528125	901.198724386204	1080.3786180646252	1157.0710627841445	1486.213328589369	1182.117820255638	1011.1413041110056	0.0	0.0	977.5752489024532	442.51959486345845	604.7279411049775	1253.3842975764844	99.39598148524018	1926.0356579245786	52.30563617899711	1966.8686047596673	1763.4762346915552	128.40722568872084	0.0	179.99147453796854	0.0	54.07840120812647	0.0	0.0	190.8992925019688	2213.5926425520497	0.0	0.0	1377.9056247076967	34.11688386375686	12.577197352066774	19.30603134532788	0.0	175.78557060724603	0.0	195.7045786726488	11.275053295355509	63.602339139835244	0.0	49.91126545272896	0.0	128.29702448003442	551.3410447604474	30.81803301716476
PWY-5345	341323.1764262109	9984.731612545826	64903.24863506148	81644.73170943657	151721.31442086966	78373.26572936917	202296.97716798683	29119.272295439823	114955.23969204952	42913.367724181415	22744.21000820935	113556.53731716087	232690.1670846468	51244.15363566415	280793.0378794142	15607.041384037862	6313.43160856425	1007.9514950232514	15013.374656521248	14182.047494308406	37720.362121467595	55994.88046949323	96096.5413684853	138630.76388241426	101974.18588080644	225994.33078053044	171518.60078901477	154050.22008713445	284551.9980394727	13050.00990484368	10936.746836876586	13218.713824169228	142950.43274799542	282349.44471678894	109482.17491877502	4756.162250891309	157171.21188895538	275724.34924756555	234530.47319379178	201780.86678777335	7408.514046379332	720.524385856044	25559.21553107411	13322.534253831203	31873.719609774504	1396.8355345036327	49495.62794519857	15057.051564777816	182062.79880994651	235548.73833729752	72182.03081707231	396539.44446170516	2038.447610452869	2710.6880830524647	46658.723771522345	281.66774085380416	56651.96927666833	378.9199600647299	112748.01636835902	518.8513668241599	12906.64947581266	12115.954534710674	15389.060816562427	3423.7877037104204	87202.80825792499	168440.57791287475	89436.62854789368
PWY-5347	200518.9790197111	90747.86471191757	97858.20506429918	348696.46900543355	277840.9085777955	168324.15296567633	119165.72687678131	209949.33994208308	158427.51190877781	151536.1492909323	98975.39201707956	157478.13973226247	169083.16652906395	143166.62169073804	226336.22695403814	64900.45085764916	56353.97415868082	124931.21844680961	101424.76768605618	44635.698158637795	90640.20478999322	159818.1290311243	140340.02940665325	122160.23575308516	210586.4235458149	87720.14299083663	113288.4182902757	219614.38592616725	160814.14109305124	99422.46626624471	1539.9828201164044	6473.48761139174	168313.13315448596	161559.81830563166	116257.00444237687	37669.027830944244	159752.40349691108	284688.515222215	205470.09251934953	75771.31877456399	58862.28334396835	51646.846972660955	157449.28302361612	27882.593392542734	91303.06166750604	18092.299499023306	110526.85178738102	77469.57422117685	137423.0693295611	185754.85658237283	116201.5927711898	213148.64992897073	11526.566138360067	32138.399615503815	87788.72261224792	7359.370711668292	123716.77677488643	10634.570976877392	152958.6386578838	3759.0816482122204	30573.678802047387	50136.85002443681	44760.4288553806	12515.361916808535	140789.65286274938	120245.78437434496	146157.1270697004
PWY-5367	18242.519584195987	583.4744044011852	1775.6703069253274	45.99830433146436	618.5612591391497	767.5655230773742	9779.443176821082	3700.900585692469	640.2512422553723	10433.589338438045	195.94530135897767	14155.979595796687	8538.404427454827	23542.039310883145	44683.61954175982	5579.341690110638	1348.8829347931137	18.99956108887837	6339.511252814437	1820.9665999691974	211.9090226680265	6876.911144659798	1227.008337502492	24217.176612524632	12685.604126299491	57122.20463129076	67274.834322295	76564.48935473015	84445.94691696532	2860.571402184722	0.0	601.7093252911347	6687.600383761489	21671.634930043765	41855.76529433411	1359.7762606948324	47628.278554341436	5768.553872277158	59991.53466246162	84932.25905621455	1487.0717372107888	12.33974540486286	5444.860271618361	205.75792352624939	16897.54469734734	243.53870938892754	2537.3130141523316	1594.6663566149673	47190.56308443884	889.0062537125556	1001.3794360593806	26944.072636403518	580.5008159298283	467.42593064301167	2971.0267777830454	21.999025114130113	1809.4824509458822	101.98760490837257	2000.7449479822321	158.94855531543365	1766.6759262088026	1387.0055031023512	31.197433009825595	31.99814354618179	17988.170546686008	91249.96014947625	104.64184502203675
PWY-5384	352917.47955849493	318967.1139316558	267382.75338384183	252076.88301797168	284004.9889372157	347515.6167613774	337447.26073169056	404711.3624611568	303926.99737444834	229716.6704625152	158103.18929838226	178117.49123333537	401101.7273589133	242438.58526266675	470709.05042824097	46672.554536057134	109400.85767346882	115586.3446314628	60979.51165203658	138551.5186025792	146757.54120357655	321709.73673030216	144747.3473965999	317194.7013896185	263024.7304205435	384730.0977802008	390453.82222442445	295035.1130320824	324188.2624694352	200339.9338011607	6555.159954187519	11222.517765530094	198313.36101939683	355807.79125926207	160872.75547436863	114657.75718193784	297511.53000018396	295357.80310826335	310884.29836664087	257766.39306515802	187982.37951479707	91634.0130815535	136379.72023128715	116844.10338983053	129911.8083953644	46349.35123095886	130667.66269917577	93978.75676766518	201253.69149125132	218242.4605916946	158295.77733058922	434178.2148443377	139785.57973093263	96456.00719623086	107326.93525889175	116777.06838316002	126642.33682762852	80133.92817955471	199705.21106910543	138644.08749677488	180211.62133782895	93530.66562170294	160168.74501189834	102449.65627883944	162975.2746777602	187142.54855733825	221455.66960423518
PWY-5392	7163.172717109749	59.43736998576098	104.93502737777239	24.49839238823695	129.45695957593585	118.9560743488556	1647.3782832119073	391.08988161014105	0.0	0.0	0.0	3014.1697782947626	1454.7347328589158	303.67681436572036	12979.294501983815	41.97454215670351	31.47470545538524	0.0	76.93428760464248	188.53203233295588	0.0	1131.6327912071429	27.995842388817092	6504.805414097602	2901.6517110781747	813.9164020137586	5521.522944745418	9833.796452787945	16326.964047060184	94.32491519643187	0.0	0.0	146.9124391058525	2452.227603898307	3417.2302439763153	62.86072846604826	202.86739194692558	10.499752762575767	2454.5639353079064	12146.362567186085	264.7196230624362	34.77309169699505	94.41006135737395	0.0	34.987550109658514	48.66983355402973	5028.630884838064	0.0	36970.20072840223	20.99698363077124	0.0	0.0	13.9827024303393	6.995538460655928	1027.3573168884661	0.0	276.0107824664941	13.887037481450733	20.998330101300283	0.0	0.0	0.0	0.0	0.0	34.99428628393094	0.0	24.49636923261807
PWY-5415	84529.19212295568	1354.8630627715943	24046.94206017995	14034.464636855439	7052.7928469968765	3623.719665750436	119989.18535571592	4278.004708144302	2125.459960577495	7025.94752381558	485.70472124619414	41959.044874625564	31061.64145362143	10392.432698946235	98839.00751642228	10146.753005473984	1996.185312714242	266.5030139835613	12769.556182172755	2076.561073971635	947.5858195830228	7148.718203617618	3970.280806437019	50962.31657111522	34055.81912605755	67562.83192436973	27411.771663204392	58955.17856254554	51759.0797489208	1956.900355849706	0.0	2279.449172491482	55395.74457545935	127712.88521364557	37678.9566364437	1302.9245357773068	73511.42421167002	105317.27720676534	95727.97170962907	68898.30199312458	1645.1331033146137	464.4815435847237	5541.584504060617	837.3000223505144	16381.943752952853	347.5210275419311	12083.67659314652	2376.2911233300956	63812.271278172986	77877.12671262147	10355.703640735699	90853.42970346114	513.147327834145	748.7671372081991	4290.283288464237	72.08490586487711	20934.66637531426	141.17015120398378	10737.931254335981	61.60346441473681	1062.2975513618703	1204.7680609962374	191.3492312744316	62.163423629143	14490.7935618981	38054.210853891425	1594.6198686555776
PWY-5417	162180.31627979854	480.6928415802968	19632.82199338341	10202.603447496418	21362.494541534383	8773.775355090558	72227.83903532581	3834.9123876647845	8020.181464538799	6994.416075224588	692.5734876621123	28001.95743622289	24504.227318757585	642.0350175649414	82671.15130293676	653.7128378953348	307.10294003460666	69.6225852301534	812.4615547100597	1336.3884603102044	1074.7199652096483	6275.54257594745	8242.194134228495	14871.799025579996	12588.570429017667	62885.16318161866	21854.108850461675	23115.721961931937	42662.820646803484	1471.7586616523563	5047.588043629717	4609.066154359763	52111.115273963056	145236.87239120348	18739.100636135772	440.4035263930117	31494.46426317423	98158.9026796211	66268.88731171242	36506.85313561296	868.6060329743076	98.93708631994615	1034.7683300238568	2636.4561920174165	2587.1725541097503	267.8055522587003	11083.782163533495	2358.424427951765	29189.149531308918	64623.47898104275	13269.92134496884	94152.69402320743	178.14192122023744	385.8124943225753	2851.16755813706	45.07769647961897	19132.44645214033	63.944937180320636	16094.611584373712	59.1451704640379	1056.479352174049	1639.7554252534721	277.8560831873783	432.8222500525097	24628.056930003404	25265.001949931593	1389.6340840278003
PWY-5419	11989.911113417762	444.7376479996327	16961.962629929978	5748.587596373328	11445.046188690194	8403.228034604217	4065.9568048666592	8644.162357324156	6964.020319512594	10715.684284590889	52.483225712481264	13367.168829070264	7176.138131276699	572.625217021519	91222.79315486058	5703.25792985497	116.55788610250542	44.38151562059382	4964.499140728427	1483.004136630914	2830.811491344167	9343.085793966617	4589.725339503369	11554.04988820638	10140.6693855025	5341.0436680354715	9505.171999809487	40870.34261769529	44053.58871152111	1783.6439030723038	7057.839967358781	4299.9884155352765	4544.177026566942	10890.140809528228	27549.273001375077	271.87608880807994	9293.271059968823	60431.20588388915	39663.19637925733	47625.097087330054	419.730053031786	62.21879424895691	2766.996515381626	3569.8940302926303	12599.215837061447	119.10289816462469	4592.906010798683	2770.9715734048823	36873.04744261003	193.90143098565377	945.2871457164005	13029.475198334667	200.18517431069122	317.48389201268856	1627.6046714471213	29.84252155850639	1418.5674993351015	71.97399532593161	1436.1920815642936	49.65313559284872	853.6764086631576	636.6149587739377	121.48754678012038	37.13745168650499	16533.566308584286	14815.880895037906	12555.783185520542
PWY-5420	20015.791551941405	638.4830989263568	18768.02878478514	6951.72237802347	7918.133383442836	4326.146889089534	6924.932235466068	4996.295981467633	2649.9411981551616	7769.569391459635	84.32664611684922	18729.425655191477	10558.305887526634	972.7279067618653	91265.13409453967	6276.076863902509	194.69889417133578	60.9966946548111	6076.906024199778	1636.998388608366	1688.249000041804	7654.406127680413	4173.238729897428	17236.08122528196	14489.180215060194	8779.451689829431	13099.18742600802	46804.2784991346	47410.54834702483	1869.9428501005339	0.0	2627.5157760704046	7510.369797924158	18198.423687440903	30465.350267990143	408.0588464713989	14730.879950901168	72874.72979573312	52213.45901503376	53070.405757031534	530.6681140738989	93.38731138811137	3547.627379112657	1071.909571102802	15730.367085307113	165.46893297236375	6224.439683486652	2491.4944594384865	45135.79821236637	338.6624178569079	1550.2422627728388	20386.61970223967	269.820532901036	432.6948920719355	2181.3820610761	40.73171893304233	2385.9290621636724	91.86660722755	2284.278442716051	57.48578820056141	967.2369671544853	781.2825266482657	151.08124434102942	44.46541941765715	15063.438374465823	19911.896303183916	3635.4797200064095
PWY-5427	0.0	0.0	0.0	0.0	0.0	0.0	24.863635762721795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5430	13156.455779170548	272.24214424843314	4373.273961976659	7889.252394216091	4919.510690185386	2267.4908350953597	8988.363267356415	1492.4239822189024	1015.5908129685068	2464.8836533645485	0.0	10582.45806225559	9844.007361192767	236.35759524764924	47633.35508184053	5342.943786596163	34.81088248092009	73.72694718338506	5733.436812195941	971.3159031211715	379.68545988403963	1933.4002228729757	625.8184556556215	6637.504654079214	6852.117431703429	4126.326740301489	6482.154998245788	11789.88818479928	20857.980265466696	283.4038621136994	0.0	1631.2435797290536	7721.430804212849	22539.77481358453	11184.035062016494	94.78238234013881	8278.606575352547	27798.01303768547	46056.75143891863	24374.804316536276	569.8904031362349	118.19983000004032	519.997853724758	0.0	914.705904781704	14.205738533530857	2280.809150688038	1010.8154214830282	23436.984085121858	261.9942222389661	430.5349245866964	5048.7442273773695	120.40641982703364	243.34953542338803	499.30414697214616	23.776717835894555	3063.895383535607	6.790688389461516	442.3037042992098	37.61560951571409	163.65179030257642	578.3756005018187	70.36124738656767	30.481295130645144	11430.188015179892	13937.790238672489	1029.4187745132347
PWY-5431	162180.31627979854	480.6928415802968	19632.82199338341	10202.603447496418	21362.494541534383	8773.775355090558	72227.83903532581	3834.9123876647845	8020.181464538799	6994.416075224588	692.5734876621123	28001.95743622289	24504.227318757585	642.0350175649414	82671.15130293676	653.7128378953348	307.10294003460666	69.6225852301534	812.4615547100597	1336.3884603102044	1074.7199652096483	6275.54257594745	8242.194134228495	14871.799025579996	12588.570429017667	62885.16318161866	21854.108850461675	23115.721961931937	42662.820646803484	1471.7586616523563	5047.588043629717	4609.066154359763	52111.115273963056	145236.87239120348	18739.100636135772	440.4035263930117	31494.46426317423	98158.9026796211	66268.88731171242	36506.85313561296	868.6060329743076	98.93708631994615	1034.7683300238568	2636.4561920174165	2587.1725541097503	267.8055522587003	11083.782163533495	2358.424427951765	29189.149531308918	64623.47898104275	13269.92134496884	94152.69402320743	178.14192122023744	385.8124943225753	2851.16755813706	45.07769647961897	19132.44645214033	63.944937180320636	16094.611584373712	59.1451704640379	1056.479352174049	1639.7554252534721	277.8560831873783	432.8222500525097	24628.056930003404	25265.001949931593	1389.6340840278003
PWY-5466	7.648351648351649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5484	376827.49112407723	285574.9798865437	266790.5287117354	447346.2711264586	390943.2616093707	355568.491889645	293065.23351246875	276285.6418557227	264042.57028635853	333614.6191593609	204395.1219303036	210220.58763450457	366583.3031932401	264687.4605444018	428882.59235500306	161775.36197661023	345283.08489989076	282872.7765820581	402882.88828291255	137036.96539296594	184919.1511978365	278930.5682264863	200908.03753608404	277452.3416338702	293459.8067143172	332987.91464518994	304122.82401667663	271072.1745274618	292725.52079227194	460579.14669356175	5728.106557961921	10968.055749243611	225507.64443684352	323290.28101898724	167984.8609043685	169064.64645549541	271723.0648691862	395398.0608036456	337271.10288060573	230475.68318326655	209770.14078469985	241682.1872059349	183369.69822064083	116975.86007935609	233060.99279256864	53251.06942598245	144342.05842987588	175306.51497450797	219098.69115016676	224076.62379064204	230837.84743900952	362334.8504157772	293886.2301249406	158647.5233719669	117315.68826355622	215070.28219508778	203230.2486371315	348667.8885164069	278016.7181113327	230650.0641616746	139306.0733968347	218348.61250755255	162667.72331730233	236728.17921949152	238155.7691051437	182117.63210112293	254969.21883854957
PWY-5488	466.81240029746584	0.0	118.59514015539789	0.0	0.0	40.18757238468693	142.5905530230175	0.0	0.0	84.60911291825389	0.0	657.2840876032407	170.36063856586662	0.0	864.358317000472	0.0	0.0	0.0	0.0	80.07003849573842	0.0	75.90459919817533	118.38100532389429	518.4090127088753	403.8171259255506	244.35430067577232	443.63955496016973	4957.7556606205035	391.77275318992133	0.0	0.0	0.0	249.68444154338457	443.29504478732076	540.7551878347277	0.0	107.05022866839097	9.470191214576143	38.177754791364855	737.1974335188905	0.0	0.0	0.0	0.0	1656.8901294587317	0.0	0.0	200.06845633468265	6610.060436354427	50.1257334450964	19.566113620331095	618.4188246894987	0.0	40.294621250171225	34.125211642344595	0.0	0.0	0.0	27.710968065639083	0.0	0.0	0.0	0.0	0.0	118.2606199770379	51.778288117360425	0.0
PWY-5494	7.994257648542967	11.568958198763495	0.0	0.0	13.593426009912166	0.0	679.1439818696148	23.99489002191613	0.0	87.36985012783643	0.0	56.64967089414468	167.56577833587133	552.0200839988263	329.52526644665323	23.996699778128836	0.0	0.0	0.0	119.49539442284687	0.0	0.0	33.70950686528758	63.79826635145784	452.9232339612857	15.99013225857183	23.97495957013929	39.8841338717246	0.0	36.363834995233304	0.0	0.0	0.0	162.28037507464538	0.0	41503.46099386003	590.7665996078036	0.0	0.0	49.90695541750221	0.0	0.0	0.0	0.0	196.3687874215061	0.0	165.66861693466814	0.0	4011.38349891249	1.55	0.0	0.0	9.19076376554174	0.0	0.0	0.0	169.08298176628134	0.0	0.0	0.0	0.0	15.960827518668134	511.0626307171091	0.0	0.0	127.2052196269616	783.6888475215443
PWY-5497	6563.58607369824	3986.635245865739	32603.352123067245	1993.464876460229	35534.40531241694	36524.38863038713	61290.790732459274	4946.248603485596	228.52047895994716	6524.624137386373	87.3104908715744	14433.245042408895	164726.03494739992	14480.108162597597	66479.55041376626	459.0687590183882	1168.1357207530175	488.444642487524	236.00594170427212	25436.868885924414	49142.68142400177	54902.87293200713	6729.594873967299	32606.025862433078	64961.238015201336	12292.81581077914	21741.65220165619	14616.22030714185	32553.495283266384	4249.2083896859385	0.0	2077.477289774915	2050.8555452198634	3239.9897868095272	17816.50763284223	5303.914406299569	53348.49433140593	17852.391298854214	43183.489997124736	26870.654668218147	470.8131914879229	29.719462404597927	6236.4156229194095	162.86749797085446	1013.1607754166496	147.1136126654341	8176.734742462155	7666.961342402435	6559.674033476642	14256.248505799484	77.96091036291988	1170.6576470124655	32.30378852156724	82.63845732740559	548.3967743358812	376.86862624308907	2031.138591755579	0.0	484.9726653954954	35.50200453347453	89.7477608841285	65.83677845610065	164.42293368861127	11.984356577609404	2234.8720317323896	14649.506568155706	85874.82702877848
PWY-5499	42.99375936689689	0.0	0.0	0.0	0.0	10.819532908704883	146.22500565507033	0.0	0.0	0.0	0.0	96.58149907333386	112.1503232101853	0.0	362.5341604495632	0.0	0.0	0.0	0.0	0.0	0.0	13.56634089779692	0.0	131.90035555588443	74.2087078479044	0.0	137.29216207354403	49.26332574042387	165.73467648993133	0.0	0.0	0.0	0.0	34.16208475053065	0.0	0.0	0.0	0.0	98.64132608784416	659.6918804154251	10.285161913968102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	215.19794546376198	4.0	13.800000000000002	78.48108089309314	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	65.54183446450196	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5505	105329.83209257793	46670.276481476016	26185.501222871277	124234.79439690713	6324.870983404025	10463.739798986635	67184.07049665369	145102.9393287972	68923.68658673091	38345.78928028179	12571.42660369364	67344.00457998636	76192.95553747908	181567.33089424216	120555.26302721309	60817.65918838822	6082.519581796019	91796.02460205017	85360.0719118679	18959.35214603408	35046.85959468725	93379.3484211152	76052.40512255637	88665.19955742269	86405.06787885653	80409.52477927267	99546.01510606662	113319.62873626407	98749.63304689611	21381.113212928598	0.0	2858.991031378672	35741.87522698338	86281.57530400422	76101.09584902324	37661.86660247684	77495.33916922638	70174.3713954106	126856.65785782809	89199.76679073495	60919.87779634111	65632.99325006291	98168.19368823401	2353.853844977891	49268.696355208	8091.688774014027	91274.6353298176	39675.08101847461	100345.31831796582	19289.49285185288	5057.897092367307	55609.732827102656	5429.778250150249	2121.2837797787106	27395.595448511394	3770.2150183822114	67520.1440537846	249.54972132309746	11433.978779573294	19670.00707153437	50363.99510949795	16440.41733197606	113929.80809682886	585.3416836142652	57555.03305296441	88183.5150139227	39300.689296569784
PWY-5507	937.3660999315409	0.0	0.0	1201.5313012760857	0.0	849.4068836243409	6645.22684084401	0.0	1948.1573573488613	0.0	0.0	18423.25938225901	64157.764492771516	0.0	13296.728621661408	2282.043336779255	0.0	884.8244169138773	3384.0858921852005	1690.567963001885	0.0	9070.34211311619	1089.649980816373	516.2052225277181	14839.529781825666	867.4667822220626	639.9891397543719	2375.828594023281	0.0	0.0	0.0	0.0	0.0	4767.005347174001	3991.6739596221832	0.0	0.0	0.0	965.4810166900706	11190.448716418708	0.0	247.14988040624817	0.0	0.0	9599.708822101094	0.0	0.0	0.0	59785.262763449646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1582.8935664032367	0.0	0.0	0.0	0.0	0.0
PWY-5517	2244.3748163426612	49.43123435283416	172.7748032921307	41.2201068667191	127.29863294340768	42.468923285456206	736.0466491046186	139.57001874343788	3.8479402232610824	455.65048460627406	0.0	1138.3883123216488	666.8560500996487	50.19262955212174	2847.207339378464	19.256038278110257	0.0	0.0	36.54765189967375	159.13007053696373	47.60502049180328	264.76699299125465	128.3743116330935	738.5993282025773	507.815783092717	269.0093911815482	720.5715977281914	1550.9514246640201	16047.650359612648	56.983358075804624	0.0	775.8678942961494	2614.209579162581	1447.4498861997517	5823.184468892384	27.40727220892595	291.65479469047006	36.97274956337775	2061.4967164880654	4756.45170912358	96.11679995915812	9.022144812142324	248.99356769718227	303.4833467273864	153.8511063116456	34.375	2269.1979579550352	766.9325101128526	4151.264110415327	66.90497213544765	391.8150154763083	10619.415088824273	24.766848196051736	48.831640974541514	355.01462527892704	7.3770491803278695	387.3219781618823	0.0	547.9006237979996	8.235018098940877	1284.663641157321	78.0790153678301	0.0	5.05050505050505	411.56825821975264	2530.6075473388055	0.0
PWY-5519	243.02186832772125	55.94364431296721	36.387148631369286	23.546027125523224	3.4078130053243827	0.8567631067795748	131.62474477150658	21.390418548785966	0.0	0.0	0.0	137.84904268028467	43.284226662138686	280.11978940914867	760.0526142906639	56.981672503323516	0.0	0.0	0.0	60.7340073989455	0.0	31.47235816726099	0.0	194.3586417977975	135.393361650711	125.11389436739624	131.58112580057852	163.3301429060409	2248.830306902125	0.0	0.0	0.0	50.69796767669915	219.91246553431762	0.0	7.199551569506727	118.84350822962779	0.0	793.1167231765702	593.1676210667886	0.0	0.0	345.1954416249309	0.0	150.93997021138395	0.0	786.192322188587	0.0	350.6720137859092	0.0	0.0	13.97333805506637	0.0	0.0	0.0	0.0	0.0	0.0	13.362986490479114	0.0	25.063589761310034	3.9298574776835387	0.0	0.0	22.763641822702958	63.02350814300524	0.0
PWY-5531	2266.047432717065	59.196511566289836	0.0	143.75243699523216	221.442509629798	153.58601489221644	1178.9914090460015	44.867493654042725	0.0	1742.3796310367723	0.0	1605.6128249868677	2898.4092120528394	3937.5893788401745	2964.7118908091998	471.10989458287696	0.0	72.67342306574764	1086.0774808155206	62.408059759835716	0.0	428.9331164961253	35.85280834008302	1012.8286781466535	1380.8092246153826	710.0587662254051	643.3661516323181	3226.200737153876	15153.972431303751	0.0	0.0	0.0	1611.0550297980692	1592.2850109000753	2656.7488836717184	56.955711612289825	45.955531612659776	0.0	2042.7737567128245	8918.567676726656	595.9990987393982	28.26444564591451	1129.7421173063128	0.0	189.35938821650447	0.0	0.0	0.0	10035.665729066395	20.989723484135038	494.656290982222	5160.286772385959	0.0	11.890116112714196	360.6493214122364	0.0	3545.5056862043684	0.0	285.41995740834165	7.810748921021118	1179.3620604152263	330.3769516899561	0.0	0.0	228.79750594105235	80.84790140260726	0.0
