pathway	P34104_257	P34104_301	P34104_302	P34104_303	P34104_304	P34104_305	P34104_306	P34104_307	P34104_308	P34104_309	P34104_310	P34104_311	P34104_312	P34104_313	P34104_314	P34104_315	P34104_316	P34104_317	P34104_318	P34104_319	P34104_320	P34104_321	P34104_322	P34104_323	P34104_325	P34104_326	P34104_327	P34104_328	P34104_329	P34104_330	P34104_331	P34104_333	P34104_334	P34104_335	P34104_336	P34104_338	P34104_339	P34104_340	P34104_341	P34104_342	P34104_343	P34104_344	P34104_345	P34104_347	P34104_348	P34104_349	P34104_350	P34104_351	P34104_353	P34104_354	P34104_355	P34104_356	P34104_357	P34104_358	P34104_359	P34104_360	P34104_361	P34104_362	P34104_363	P34104_365	P34104_366	P34104_367	P34104_370	P34104_371	P34104_372	P34104_373	P34104_374
PWY-6277	339666.2079218569	249472.968211786	271133.06154767564	431139.179897869	427015.80911408673	427604.08263510134	405753.9797104423	424368.0401336491	295048.5814182318	324876.3707078752	218908.69117743152	246007.09475424376	469993.3478512971	304394.6951696158	603975.4459571172	143747.4961927472	286243.6599617135	255950.11183042903	343788.2554585778	151771.9924681971	172543.6508094955	340205.5065256456	182813.29456731892	400737.2886014787	350421.3045965967	482145.6359038988	474806.78722138633	313607.87311779504	431830.81307888776	367757.5643760484	5779.720356236915	13219.053398968575	250059.73509226466	328084.71954766585	214443.8977428166	135115.0732511371	380205.2633160168	369124.5990279876	439238.03176005796	378790.34036674176	246794.73818842397	195672.71457115616	195281.99160877976	48505.375951079644	201122.61530699598	44406.041186591676	151205.07287987578	165212.1579313779	241401.85510548993	224801.84132344858	194969.06357095166	491216.30858786637	225678.62699247067	128566.48524759215	127376.11365894128	166760.72099409028	167291.11720767803	280154.9177957027	242009.51930396014	167245.05847283016	137540.80190662338	178445.7059442298	127211.76103862301	184269.63937838233	212088.37100105418	222013.35681071464	225014.86257271224
PWY-6292	202910.87248601115	10110.82153269591	22980.78593989659	60922.81086176447	126499.85701668319	60493.95308858103	96411.78321469133	11077.449101798298	12415.494334440027	14672.540691568514	3225.716817308191	59974.68611153532	82793.55429692562	13210.603705636411	140317.95562683186	11947.373968355165	3306.118397991892	633.7135779123655	11175.02888582422	8732.289549818614	2538.1129128373273	29824.448114018767	7285.901691842037	106255.08292760988	69698.52355370978	170513.3331512344	134631.65463522333	85998.81888748509	187439.99984193352	4124.527206881685	0.0	2281.3764830425544	73039.50527438185	153661.1993367649	52766.9358771733	3786.3087921261476	127513.18455722035	124918.79999318407	123716.18325336378	152592.16897733518	5841.063478898074	867.0296700884944	8408.94586271843	636.1941258701328	18849.75227064998	592.9555907408601	22806.283159606806	8481.164714026916	100296.09251929562	76636.3784538461	23501.417055276415	195636.07025716704	767.6375464933133	1256.0931984756141	9027.505070899824	109.10841795590156	23292.814862883253	209.82077871397675	29866.553576038736	310.7183839419686	4140.808196025651	1672.8589257290917	302.4537268153227	98.08200513582798	27934.054327665923	111751.62645353733	1629.0193962541396
PWY-6293	170147.35382013497	5474.710181595716	18363.20573031562	21515.32016138557	10467.435891512408	8763.224841943604	95842.51809434354	10245.828746143523	8554.713423441359	15161.729907667243	1020.3034645114055	62804.00677346676	36664.69773954791	9469.453351538248	151338.50644321475	10974.70177606547	3314.3032298061107	211.67050385866585	10781.909096755122	3667.7887028797845	1054.246948299388	16994.94854301174	6632.09422776635	118884.18747263857	79091.6135153075	178680.39471005663	129162.32949087341	80684.02011261182	162561.71384307477	4624.119771704582	0.0	2875.109052261475	71667.46464812926	136733.82393901196	56784.26332684613	3896.9045098727734	127332.3685563082	105809.91400758592	132700.7698580656	139099.48853247284	3892.4392385867354	452.19515005737725	9736.863248439737	641.7517816708586	16032.972263942182	691.9612880082651	17653.61293316426	9653.895595700858	90411.80067277739	83605.60285127984	27767.756295449268	240104.82620531213	674.2207837453051	945.1272403707354	6816.598956049968	106.20438405405936	20884.65010983803	137.21664332948387	34742.2503688329	309.584515550815	3889.693590330654	1810.7427918791118	133.3594723826432	79.94289952277647	30963.57256760507	109984.5775582193	878.3876743823639
PWY-6305	228996.20240881015	20266.644633681895	61088.28946012269	306805.90784800384	274414.71481556277	120779.11326923409	67669.57249263013	65806.67685219432	148942.8062111648	202387.36704753386	122321.39524509732	112118.89076451649	166198.5263862193	31534.028329905243	262826.6456859122	50218.946311411106	257229.50056674852	172483.3570958852	291503.99935445	16988.477218245585	51330.31311931303	49678.632645983176	122835.26811000743	116566.41779165162	136904.43313007103	147996.79389694496	127738.51940473283	67046.54361659699	111730.70365997974	269312.3002273147	5468.802314941116	6065.9043097160375	123907.13823141658	179131.61724877247	66453.62075966173	32342.114280360885	89489.42163619945	278895.44811720145	151229.9980425045	81702.19916226172	25905.36265783311	145552.22251958252	97134.57319857691	9506.651440787044	160467.83068139027	23938.441094025347	42212.92022530683	116214.44250511221	91254.41561112898	184105.05979193267	137096.34363816585	233760.47402736332	161391.96450692436	74120.38779518835	59873.44453262098	106150.20110861983	124593.11542965975	278713.27561533375	178188.42239676687	97346.58526532918	38566.7647519895	148173.06673803573	67732.46240580284	150026.421247832	134990.55573086487	72450.40463741825	67043.2462509674
PWY-6307	228620.79540692008	3796.564112204151	15726.165216907473	341.34759188277826	2167.228174395825	425.5996588323215	9731.872820443803	4867.1076851294565	29.996075742014813	3436.3762977514066	599.7702101783211	26012.96838665398	11526.450372071493	8194.590677374812	77489.803085308	2560.577499418644	2137.610074542919	23.901048856158575	930.804987595281	2351.800192632458	454.1759443777672	5953.787744038738	1539.3458794398202	37213.62693545073	27653.976998871523	67989.55787870137	65430.622696379374	42890.53058485068	146988.57562650117	2658.698427534336	0.0	1335.2177362617228	43619.883351872464	118540.77768569658	31838.948099493948	647.2293639208896	10360.81403546112	91553.91179087073	31317.015717780083	108665.57988996107	1617.0280018482808	77.02186973364363	5395.074975758638	471.51229236367544	4107.127993977869	312.45902481922684	5036.979487908461	1530.9913142930002	49209.242952659595	83246.18914216709	13828.335275954267	147671.92834781544	288.4672345560496	352.0431950580014	2930.4181104705854	32.65016131519443	9361.709921845628	0.8683616398182549	15196.961383502412	40.26998632995046	3104.7230867951303	469.80728480149025	8.999401684219322	14.976066601320616	965.6982310458093	9665.056629841141	47.957232413202505
PWY-6309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	209.99999999999997	0.0	0.0	122.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6313	333699.6533060361	2882.432812122337	27621.380662550222	119292.27870538762	292133.8893569832	137454.0910296236	163373.0919136403	65080.94322705912	152875.1466150259	37494.94388207752	38894.91810282969	105863.30917068903	370613.374162329	15127.08934220955	434200.0075400791	12678.188567458723	5755.887786640364	254.11522554624906	16582.90832104062	18862.954798399896	15051.429603025512	63539.62610913022	17541.18901269686	211146.62857301344	141122.6041114331	397681.5169303773	285402.68712003634	126725.5832934673	216089.4769621629	10251.123804724515	18530.309998980043	13298.889279483996	133653.43920311183	274170.6404099993	98026.9155368679	32236.763654352268	194643.48756803686	145989.44665874424	190051.76435252704	183263.3175175376	4361.028654443444	517.8319319106741	10157.995541498702	13216.471288059265	38116.05725793662	987.4098593388292	49193.1301366766	9749.974373594165	130772.31997671755	130632.30006023886	102806.62013009745	513035.87844785396	3652.4484075811124	1994.2474791693644	10067.341020499036	2053.2421945660108	28387.204271016813	307.4108835812516	175858.2695580382	4727.065268227156	6012.206512713642	4269.515183695597	90247.34404307799	6257.392358662752	38805.11721680329	50580.89478581396	35883.04957417299
PWY-6317	233809.9978884116	359964.2389549295	300238.295906891	167842.52056282727	156191.31326574946	349491.95479325735	286149.9084035789	456418.99850752315	325135.64665179106	401924.1105765096	283310.8578444249	222861.2460981611	316501.14026475034	178821.03690587002	423119.0049580747	70322.12922541697	388816.8068048819	298142.6012177962	368612.7230862484	159073.47416792082	171493.43726916108	357469.05293156276	173638.29260194706	321500.415828269	324361.5825053052	289952.64129254513	349156.3954418634	325399.08806298976	274384.92952528404	484438.25527204847	829.0408717080699	6672.521372568879	267040.38176085526	219263.03784325998	154027.76769354448	118104.22088457183	260711.0157946499	216256.88364803395	272235.94072847173	232735.77040718953	222272.99824863626	225954.36232737216	231454.74571500614	127295.8199805834	278357.2262595882	60871.05189307797	131459.15110362205	210333.5351110184	161635.66457126482	142720.54113365407	206131.3576713073	258977.20770080126	294528.97248241294	162564.9707295887	160826.3738792244	215316.7936021301	206369.50149900478	387770.2987358697	231319.47777599178	217768.81778425493	153616.40995022006	225428.42142402264	83941.05959098099	243306.98495491222	202815.09456493473	106790.0160445843	277284.65662082226
PWY-6328	95430.6673861694	223.02521981025933	20226.426849519437	4761.239750146745	2301.152055939183	344.5369905463019	310.7605509225882	4979.619996933228	12062.80436616102	7524.98667248204	326.8136601107798	15470.091329669165	5093.035751297804	3.13923908479126	581.3457315064597	45.89708987158011	77.45715255506835	23.235768542889975	0.0	90.07014224464822	1270.3533908122288	9578.959435929013	931.1028340213581	3198.4597895162397	798.1540479405866	784.2593615810476	222.56104651596664	433.61086337881096	3526.829761661738	295.17486503986714	432.554891694874	320.8737929191706	19300.678293624485	62114.25257845824	820.5198923489475	29.488595645336645	1546.7889538635454	97700.35560467881	4412.731661456343	725.8081838112408	145.8781051193156	7.680672368092367	340.6372180171731	301.3202587052395	205.707653658422	218.85131786990527	3160.727043948503	915.6946873270762	13536.600612637132	67626.3154817796	3840.2360048942755	51096.88873329182	77.25262520573962	290.27544775480266	21457.274605517145	37.97370594533901	9272.355823535783	0.0	1621.616616922313	15.512305046045478	38.866607868192986	40.01593369801918	0.7599986698999274	7.999756010379318	1911.1416690374451	13821.754795304612	4078.2674854968673
PWY-6338	361.804306992375	67.54218767548426	14.812144113049598	0.0	6.497341778161269	0.0	496.6266406481458	48.51259872934071	0.0	0.0	0.0	551.723450572805	546.436519243739	5757.125765767679	1479.4378549683101	0.0	19.564309289827875	0.0	0.0	201.57417629083218	0.0	57.201261212543386	65.29155928127648	713.2825782211265	619.495150667193	563.5532988281614	295.5352456570378	419.3305066338011	2198.0041667031314	0.0	0.0	0.0	618.0538657957336	305.6041785890917	706.3090358476194	0.0	377.7136477595317	0.0	2861.39621632611	3815.068326124564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	523.6759405331853	0.0	0.0	178.3281691268458	0.0	0.0	16.939866960646146	0.0	57.1383552635247	0.0	78.40695116935942	0.0	104.19307021755014	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6339	183.53122326775025	44.214765100671144	6.857142857142857	0.0	3.790849673202614	0.0	250.80767186820623	39.60150200477505	0.0	0.0	0.0	312.87008945652997	306.3005908105581	0.0	891.4528552456838	47.2794668359251	0.0	0.0	0.0	124.16336241078508	0.0	31.29766913176792	38.97380619532166	214.64440832832113	399.8745664271134	348.55933762649494	151.20936280884266	71.61577230951676	1059.4259320934634	0.0	0.0	0.0	315.9809566483701	165.7284157135802	397.6188831318365	0.0	228.15842924847664	0.0	2128.899952691343	284.49827495064903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.58135758363107	0.0	0.0	83.01617401003905	0.0	0.0	7.904191616766466	0.0	29.319587628865982	0.0	41.35964912280702	0.0	51.60394412489729	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6342	2367.746628545552	47.47296777828909	247.51249023785437	4.499886835420928	107.97338862670732	242.71394333536531	1407.3609366035787	1308.2301976981134	242.74276833520017	400.6257901362492	0.0	858.3451139152118	572.4100034252604	14.990090565193288	5632.858435323642	156.20630868716916	695.132455247334	0.0	305.2085682533494	0.0	29.96018957618463	181.15502224306823	59.86349046140925	1253.519089232097	540.1183452052435	209.9260975117011	889.1494401025077	17916.154082285968	6426.50635263563	1262.5594987972454	0.0	0.0	508.705906788935	2523.9148598430365	4504.637399017146	525.2322922533024	367.0380050349635	0.0	304.17510143459293	4437.918385543555	143.76925153067938	0.0	1618.2189302872503	304.2576542252225	490.7511898059123	162.87578728270404	1128.4740933355336	70.16178333497218	14669.31583953337	41.990999561462374	281.4852546673503	70.49354197900732	262.76275695519666	54.489044899226286	689.9660882776625	0.0	122.64572244787789	0.0	372.97190425339403	4.497145916761301	162.75861457886825	17.949550570129343	0.0	23.93878909877688	23.99010847632603	11.998102350320037	5.999331235075472
PWY-6344	49743.13514726449	1383.5405129766768	14858.031455973256	310.33449420684485	898.3594021617844	58.34365916799579	21293.53142329004	12174.150970341761	9010.095249633312	8682.479353276	3456.903288835691	16194.30746275167	21569.16966490026	28425.674461347277	18581.123668057393	526.1752274930805	22.52274952725788	77.52039319884693	232.71212783897712	34177.788972249604	5859.9197727580695	18273.39371828922	8740.5604962102	8822.361403150873	55338.39916723633	1306.8523110068163	2819.7978794744586	18332.43281345029	1968.0238320591693	995.5780081886483	0.0	0.0	10381.177752018102	5945.325566667429	21495.20538287042	37899.33936041289	23486.11937961419	0.0	52197.26944937812	6736.260608267722	333.30094688369496	143.33326874146988	9717.485829037865	491.1661724364786	9331.559644413606	45.59329609163499	13094.609199995	4.967580552390869	72647.37046492111	10093.046260251152	1006.5171067877342	468.77013460484625	1087.7045534704482	203.10013404854595	9704.816672009812	343.6770553414118	6632.209802893361	32.19405103136353	1182.3058785748592	10099.73269416007	6659.735641858927	446.86485795382737	14449.82011706296	554.0756291728376	17047.35761044617	8909.70336702067	27245.639983237474
PWY-6349	0.0	0.0	0.0	0.0	0.0	0.0	5.048783578616936	0.0	0.0	0.0	0.0	0.0	1.8217348933573467	0.0	61.87234237527566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.8667642765208	208.65382262505273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.0670340831188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.50353569389057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6350	0.0	0.0	0.0	0.0	0.0	0.0	6.308172875350158	0.0	0.0	0.0	0.0	0.0	2.2770652003104037	0.0	77.31720243636713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.34397875531903	250.20272786564888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177.73520297193127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.27945658251144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6353	416271.46506081184	32296.023221677322	100686.62633338122	250121.51796122198	399383.86613019166	262076.83598249799	278744.0773299555	181050.3171793613	267586.99100932165	117255.30494475778	92682.46226453425	168876.31978256584	422909.9299711631	63025.79661628634	530288.4684725159	34759.786392107446	9853.128860470357	1825.2321779928855	32336.372010642455	51883.3579953026	73558.08188043068	152318.76239771387	132293.34128935845	288513.77243918757	229287.76249963007	418883.3511543984	404448.96090012044	176631.19690896675	297165.867518235	35941.32703586365	2390.423357577091	10308.381589545343	226456.1503627304	338357.0026611339	148971.33338849858	39877.285489595546	266620.3298628445	416107.24337071605	307159.06335895136	254805.29008804602	13560.749438158622	5040.6165056212	46819.436618318294	23510.489436563803	46915.12733214543	2611.5062642377393	80111.53137344452	39448.56478627613	140600.77743191505	185941.46928026815	151603.11885337028	482620.3114265015	16559.05334921757	6371.276947741165	59638.88588195076	7155.773557985215	117786.98115865729	1506.4682404428925	219412.7953829814	52953.406817670686	50866.41936240217	34311.07957072853	103020.20980376641	15493.325328501116	120875.18030516997	163879.13092650558	129931.37717002834
PWY-6383	35563.27448051844	15351.247648761648	3945.7149645127656	16949.319790801022	3503.2059051367933	7434.668530638806	98657.44010959296	11896.223697172847	1074.6591090797442	7440.553954084776	541.776135245743	59086.40353406142	43578.98300400187	27521.56186767823	135368.91600827663	12763.091635770656	3743.3541170495046	602.9008584085595	14365.479732969947	4507.1454241012325	677.9944416438022	20271.12914589154	2262.161466493075	117113.89211043082	79598.0125213191	165622.66468773363	127536.72395094416	74110.68014533183	132554.15320111014	3785.5230049932156	0.0	1825.599147797208	39032.780016499215	73982.10676528807	48729.24376807159	4486.525480863649	102805.89809255877	28776.698229855963	123618.33114885303	141863.77388565673	4052.7205628425877	726.4620394401489	18375.22930628067	198.83379812174658	14405.255023389878	666.3061131898081	24932.91548478339	7679.029061278655	71394.39436929008	6181.662233008611	21510.821755016837	168132.11208904668	521.7586967305625	587.2205375646573	3635.039145957926	113.41632393285349	10977.923660178747	174.1192761339856	28196.287526222015	385.2857407306665	4115.9695141212305	2094.1789704311823	140.96996765026174	81.94220674628502	9013.400952687694	17608.180173721405	95.97437578711185
PWY-6385	368660.030023083	358593.2312422172	286654.321389913	445678.19463226	441404.9228427482	435052.0795994508	367224.5045413083	430978.0308319273	323356.01381578954	362600.585616676	242181.11560929928	230907.60244892747	483014.899444521	325584.09970623633	544963.5609967079	153757.10235135877	339225.4573586475	290744.6196648465	400386.6292474116	171706.28755225288	190851.1957912842	347368.4281574919	206051.3453335326	341616.58843733167	332371.7873443942	384905.41104739613	411329.0947232847	312829.1565947264	326173.4390942849	436154.9720300167	6046.9248712530725	13706.084981142107	255032.11985905725	342250.97692214407	194539.84375487882	153504.16797514638	352241.2583806147	381058.2763052242	396309.52365664905	265630.1114629609	256038.22459906028	230557.28202343968	217766.4415605909	93481.6730983179	247225.28133757916	56078.096377854534	155601.25917544367	191875.37132040088	223580.42093268753	233907.06166439407	216364.9708488471	412472.19492303947	272082.8945130423	153237.26762289184	137205.0706164887	200909.50063737846	193184.74999372158	339202.98522206076	265241.8579973371	203357.05335471002	158746.34349628128	212985.8360218009	156360.8659947027	223749.30529837156	247665.348333062	234315.876088849	250438.49261519747
PWY-6386	335140.1394375792	328794.1746388074	258772.6852531919	397136.5265529717	391455.2040251612	391859.63241422444	338101.50098422787	392976.91167666425	293223.0673711852	335837.1671785153	222900.5640378484	214037.95870372027	445403.89510962873	305187.5757719724	491109.6151928576	143805.71769971313	317985.51738109114	268797.28268050565	372573.38709559676	156981.09725237664	177013.89949084108	315520.50402553595	189769.58883431906	316505.8391941264	308289.11534823454	355619.6426097815	374909.7036492538	280994.0869565449	300922.3877642818	407509.7496289933	5127.442886545323	12232.147914971696	233070.76918264953	310034.05294061	177074.21651664606	144276.1656303556	326209.67823196325	340118.512209659	362409.9955329917	248826.27949776754	233360.1822615829	214009.79839736636	200281.43848727207	76456.58154105661	225780.52772508998	51935.335463003255	139651.84493906397	177672.5644062339	206909.4054941332	211003.5194918368	202512.386274162	381484.3884480984	254610.75614335146	143239.26520505873	124328.88513070697	187906.2108893877	177984.58687205953	319221.9182151259	247791.27513342036	190128.42272735538	151600.3968695542	198951.860764346	146125.94173642824	209336.2740833427	229788.61130071632	219599.37501047802	226115.92554698844
PWY-6387	352310.03429924714	345343.6498302285	273434.73311646667	423437.83092485694	418527.06431533553	413379.8344968679	347394.72079911624	412496.51471972535	307915.49466458126	349570.7641347381	233730.46233795348	222398.88349024698	458528.4248635701	319742.2305566851	515356.89731142635	152669.1512659519	325994.2163577862	281011.96760500286	385371.0152315508	164836.27104057343	184426.94331248157	331925.6052607901	197041.32914536615	324408.11957078584	318947.8743917999	360620.9969422721	385693.65880019864	295599.2986661768	310183.0958102853	421627.1468374246	5646.674790250753	12899.747979551257	243473.7732314745	321889.57786856836	184586.58717281919	153260.37429786127	333522.0449340853	360111.64922159066	377056.7624778348	255849.48428382736	246302.49745137754	223885.6751766163	210798.75596121015	87751.58603830732	237249.10008909384	55143.20443530794	150205.8828712707	184670.80151493143	215894.12844257482	220875.11155504602	210784.16673990668	384329.8484865997	264673.01465982985	150756.26784396614	131312.41243240912	196605.45360669837	187780.090554589	325410.06619365135	256326.4546409196	201014.744798199	160284.5017827778	206216.7955413102	155789.6351428283	216984.47839469742	241085.6327017463	224124.7299681932	239802.82004063818
PWY-6396	29452.743241840642	42013.809565266136	16097.265802887196	55635.39240297101	116854.91668317867	111579.32523070679	44067.64271420975	9014.089364360143	8752.781751414132	12377.188567390976	7471.218646258192	25589.657840134365	75495.89463079406	13890.692534858712	120674.35376513806	5356.755032042633	616.2926767729837	1958.8223623799506	1984.8415951747631	6460.7259893074215	14133.472468552189	35511.91031686105	17643.31259756695	76357.3171289112	44284.93245047689	128203.33901389611	150491.35389161465	124909.62344096506	102037.23628915542	4095.510643185279	5483.963759078148	3986.807177678254	54396.199196805086	79574.65753314129	58351.03150345832	4669.482148372283	43345.63136624768	26196.652085224076	16906.6827845658	52993.90197873564	6498.065831831174	665.2718533452831	10603.104180384951	2625.898502005793	28347.800297613787	641.4226774740505	22792.03376951174	8370.139192180273	58882.63232604518	8549.261165440534	22804.312588900368	118604.48540303276	645.360775119842	957.5506071636277	7546.043012708179	615.1660071608126	9840.203843726984	298.0296056865658	35885.24838372477	350.89763529598474	3051.9358737301777	4341.694740614009	518.6201603707307	392.6404771058244	14394.987602277597	41920.122798473254	35357.91267806775
PWY-6397	3615.366440559054	882.2815852456855	663.9481994425297	18.717054094610805	146.15076362604006	271.5754051645875	1790.0670515493603	2128.798780508352	154.47103911251224	906.9075954022724	34.9076466201653	5993.654339945379	3236.811587333032	3922.9861837661524	14941.652886341008	2900.3216172492735	365.382595536378	69.19188017264645	3424.874752395731	855.128526038009	167.21325291973758	2615.7659759891526	445.32181123131267	5945.489863855273	2661.9166604676857	4943.36005647681	7886.171965120288	28496.789025076687	10431.56330926712	1180.1360838187713	0.0	0.0	1477.9017840635872	6032.713740763004	12750.2117605028	338.73809086237304	2026.1862834891042	8.173618515343225	22250.509245883237	16800.367629606488	712.6753070157451	3.9261066968539264	7927.842846169065	124.97231738428927	8679.848236557633	181.47420526281994	6071.885785553442	1279.370452534974	18632.13000290597	66.23184635134972	367.6157109281594	3211.2713140656906	140.35120088616895	166.78346549561175	803.3617695692394	13.988498336566957	537.4027733701971	27.58023005587884	740.1956838516227	11.572380412526151	390.3121376063618	694.3195181256584	24.745210145000392	19.663399685009995	1226.6121528600818	581.2687181295995	14.935607866796879
PWY-6404	13752.331463631059	3421.127682478739	2537.2572114642894	74.81896275618345	577.2470842076297	1074.3930219198287	7003.4474344872915	8066.847429844874	597.4522236867426	3484.1008698406454	137.56901098764143	21180.80837126969	12267.022678269792	14210.150253385795	51637.299656618605	10448.363307492988	1408.7180122481595	269.495886383985	12374.063029504696	3217.550611918136	630.4224517864096	9911.448563953732	1670.785937183146	21809.544095064415	10181.54526672872	18553.60874542658	28948.928961662165	83433.26837045813	37581.23065378898	4162.862347453589	0.0	0.0	5711.560183023551	22319.551089873203	38974.539265943116	1316.1452303772362	7880.1569410196935	32.68912220992028	70355.8101027448	54809.40437146031	2710.6666277841127	15.683754247863193	25011.08260446722	436.8289667292976	25838.321605120862	675.1663413326029	20238.245491759077	4743.730815414894	54658.25106904578	263.9181866065698	1446.1591441415965	12363.390135129124	525.2929182499188	623.8314448959367	2994.5051571027066	54.42613589645767	2091.5354616987725	106.38731078889809	2872.538314262617	45.95080185614806	1510.0651472159511	2500.8805728338843	95.22221314266142	74.59572852859256	4650.188232296767	2288.4883840588996	57.56307901714714
PWY-6421	13003.516408825108	1254.3203489214316	1448.5948425307795	10310.2654409791	1784.7887457621387	3892.2171785949513	65948.92327288	4190.479569499243	554.9741464107633	3568.552097987214	120.31146079559605	31403.683374486925	23808.353290659725	1236.4572961481392	84152.49146969027	7662.32531642104	1911.4595259644414	211.47636644575664	8010.457163981844	1675.1251644911836	220.94613382633628	10131.448802075369	544.8980979888673	71062.23008622762	47084.64375927152	99389.6060178393	50956.61900886532	36078.07334578117	36113.52653121551	1041.3632310426467	0.0	242.6967651655047	23385.69290369647	39284.50656901103	23225.905666250725	2116.793963549644	71344.76608369392	16591.62740705015	90428.76189139669	85906.55183801931	1060.1966338066677	214.6357746911397	7481.582158713074	0.0	2881.07473527951	0.0	12907.72230117046	574.8980426161837	28149.011316348555	3221.4016413316212	12968.198514876225	111696.30102004824	119.31671920457383	187.1687556259064	828.5417047464991	18.52832512315271	5108.727725943088	81.54551788202508	17164.56970872158	71.53689330805823	1067.0510247912612	813.3643234731281	28.89739399672037	36.53788191653786	4368.601671265311	8174.909795339368	0.0
PWY-6435	235649.64913239324	1633.9206313171346	41414.17114644089	71908.74212694445	147075.41041892924	66337.97005914326	158768.90417693174	13418.846881592666	97274.20499624424	24915.023953403714	14324.332182147358	66409.25297207745	199328.27604950784	1451.8680023772085	213023.8368291962	7637.833019363	2170.6761046118518	216.58485828699196	6904.076772849811	7886.283317637247	21793.572659874346	35639.324535231295	39971.2949364597	125839.51713170447	76569.47391794696	284473.67590612755	207540.78057007623	33311.73439906435	81272.02736268779	3937.871522682759	2329.5602369655758	7921.6308503742475	95083.7093684162	232617.55798663254	40431.66011663138	2673.060853222019	131465.98300033587	232509.00394013379	158162.90714916142	111742.37294187154	2202.606616492356	320.67456976838724	10127.581846993031	2593.6454932021747	1804.9887412873843	442.72328231563	26676.13074491715	4690.938305263553	45871.3828719892	103497.66110926712	53454.38946159464	347658.5317731884	840.2550390858742	753.5779519602738	29829.79465623532	106.92724926829919	30888.134828052876	144.86625775451807	91951.42524902898	257.29011438764195	3518.327830185391	1960.1805985260182	191.27337737601113	2128.80901665544	48485.18999765453	107504.58433317118	59195.77192854388
PWY-6467	158046.28000000003	328.31999999999994	27858.719999999998	31220.39	93808.13	41058.22	68259.59999999999	8015.48	67813.26999999999	18857.9	10020.539999999999	28648.42	134967.04	1889.07	155278.80000000002	2938.96	981.1999999999999	29.430000000000003	793.49	6202.49	15157.539999999999	21909.470000000005	24732.26	33971.81	21117.2	90630.91999999998	72611.75	20308.419999999995	88719.49	2018.8500000000001	4846.429999999999	6608.360000000001	50902.48000000001	135022.41	23629.109999999997	143.71	63491.44000000002	140995.81	97584.87999999999	32646.659999999996	1134.86	60.75999999999999	2751.46	2343.0	1744.16	249.00000000000006	11387.79	3047.3599999999997	36400.94	61707.06999999999	27135.210000000003	143843.91999999998	514.0	485.8600000000001	20097.06	60.0	17397.13	40.75	51656.880000000005	34.56999999999999	2704.42	754.0	83.57000000000001	1456.0	45564.8	127420.79000000001	40366.53
PWY-6470	220174.9157245669	321842.9248918692	264611.1884574264	423707.3419651946	417038.4217950232	391747.3013338128	304094.4880003225	346530.25352928817	262726.2477406728	244799.0596088236	185424.42849578182	185894.27543523104	375511.5942993074	186440.18259860502	389971.37596747593	39215.563443742176	79257.9974637441	180351.99369619795	74692.97891898401	151489.02947160744	156147.28271729493	301933.42684399366	147308.8053898265	282581.3829541154	294085.3506443505	315295.76081431494	330100.88197645673	252881.45644868194	159152.12301294456	102743.7897976836	0.0	5650.469091455427	220500.03198148546	242717.50852108083	164389.78370716335	70692.64628239676	306415.16848712973	323246.00885389507	280598.04767796193	180584.2702541748	238701.17552575754	64459.35346114463	168076.45434005937	23680.746743458458	88572.36265607776	23068.61683248537	106381.5317871791	112444.23866220577	135217.12528312576	204126.553743864	84006.72875277119	305387.1535964543	9345.43219957154	33248.94069892385	109926.50299492489	20338.586906888384	174894.58634961437	12954.159216276576	91899.03702295451	148928.3462317882	42247.564483575065	55552.575506714966	76817.02721853703	10098.289819319636	79187.50881192624	137027.8035190764	219550.2817348296
